Has a citizen made a request for compliance?,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),Is there a built up Curb Ramp?,"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp? (inches),Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Minimum width of marked Cross Walk? (99 if no Cross Walk),Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Are there Traffic Signals?,Are there Pedestrian Signals?,Is there a push button within reach of sidewalk?,Latitude,Longitude,Street,Crossing Street (or Facility),Ramp Direction,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp?,Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Is there a push button within reach of sidewalk?,Total Curb Ramp Condition Score,Total Gutter Slope Condition Score,Total Adjacent Walk Condition Score,Total Crosswalk Condition Score,Total Ped Signal Condition Score,Total Condition  Score,Has a citizen made a request for compliance?,Population Density,Senior Population Density,Disabled Population Density,Distance from Public Places,Distance form Transit Route,Total Location Rating,TOTAL RATING
No,No,No,No,No,99,No,No,No,Yes,0.3,44,0.5,6.2,26.5,60,5.9,0.1,Yes,66,2.8,2.8,Yes,Yes,Yes,42.131147,-87.858211,Landwehr Road,Cherry Lane,NE-N,0,20,10,10,,10,10,0,0,10,0,0,3,0,7,0,0,0,0,0,70,3,7,0,0,80,0,3,5,5,7,0,20,100
No,No,No,No,No,99,No,Yes,No,Yes,1.5,60,0.6,9.9,10.8,60,0.3,3,Yes,65,0.8,4.7,Yes,Yes,Yes,42.131186,-87.858504,Landwehr Road,Cherry Lane,NW-N,0,20,10,10,,0,10,0,0,0,0,10,3,0,0,0,0,0,0,0,60,3,0,0,0,63,0,3,5,5,7,0,20,83
No,No,No,No,No,21.6,No,Yes,No,Yes,1.2,60,3.6,13.5,6.6,58,0.8,2,Yes,72,1.8,2.6,Yes,Yes,Yes,42.131234,-87.85846,Landwehr Road,Cherry Lane,NW-W,0,20,10,10,5,0,10,0,0,0,10,10,3,0,0,0,0,0,0,0,75,3,0,0,0,78,0,3,5,5,7,0,20,98
No,No,No,No,No,17.6,No,No,No,Yes,0.5,68,0.8,3.2,15.7,60,2.4,2.7,Yes,99,0.1,5.9,Yes,No,No,42.130962,-87.858281,Landwehr Road,Cherry Lane,SE-E,0,20,10,10,5,10,10,0,0,0,0,0,3,0,7,0,0,0,3,,65,3,7,3,,78,0,3,5,5,7,0,20,98
No,No,No,No,No,23.3,No,No,No,Yes,0.4,52,0.3,9.7,11.1,61,1.8,2,Yes,66,0.1,3,Yes,Yes,Yes,42.131008,-87.858198,Landwehr Road,Cherry Lane,SE-S,0,20,10,10,5,10,10,0,0,0,0,10,3,0,0,0,0,0,0,0,75,3,0,0,0,78,0,3,5,5,7,0,20,98
No,No,No,No,No,99,No,Yes,No,Yes,0.8,60,3,6.7,10.7,60,1.3,2.1,Yes,65,2.5,4.6,Yes,Yes,Yes,42.131031,-87.858548,Landwehr Road,Cherry Lane,SW-S,0,20,10,10,,0,10,0,0,0,10,0,3,0,0,0,0,0,0,0,60,3,0,0,0,63,0,3,5,5,7,0,20,83
No,No,No,No,No,99,No,Yes,No,Yes,0.4,65,1.1,9.6,10.8,60,1.2,2.4,Yes,99,4.8,0.2,Yes,No,No,42.131011,-87.858498,Landwehr Road,Cherry Lane,SW-W,0,20,10,10,,0,10,0,0,0,0,10,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,5,7,0,20,83
No,No,No,No,No,99,No,No,No,Yes,3.6,60,3.6,4.6,10.4,60,5.4,0.9,Yes,99,0.3,5.4,No,No,No,42.102662,-87.858694,Landwehr Road,Chester Drive,NE-E,0,20,10,10,,10,10,0,10,0,10,0,3,0,7,0,0,0,3,,80,3,7,3,,93,0,3,3,0,5,0,11,104
No,No,No,No,No,99,No,No,No,Yes,1.8,70,0.6,2.4,10.1,60.5,0.8,1.9,Yes,74,2,0.7,No,No,No,42.102631,-87.858649,Landwehr Road,Chester Drive,NE-N,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,3,0,5,0,11,74
No,No,No,No,No,99,No,No,No,Yes,1.2,66,1.9,7,12.1,59.5,3,4,Yes,99,0.9,3.8,No,No,No,42.102465,-87.858734,Landwehr Road,Chester Drive,SE-E,0,20,10,10,,10,10,0,0,0,0,0,3,0,7,0,0,0,0,,60,3,7,0,,70,0,3,3,0,5,0,11,81
No,No,No,No,No,99,No,No,No,Yes,2.2,64,2.7,3.5,10,59,2.8,2.1,Yes,68,2.5,1.5,No,No,No,42.102533,-87.858649,Landwehr Road,Chester Drive,SE-S,0,20,10,10,,10,10,0,10,0,10,0,3,0,7,0,0,0,0,,80,3,7,0,,90,0,3,3,0,5,0,11,101
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.1,58,0.3,6.4,11,60.5,1.3,1,Yes,99,1.7,1.3,No,No,No,42.133256,-87.858174,Landwehr Road,Concord Court,NE,0,0,0,0,,0,10,0,0,0,0,0,3,0,0,0,0,0,0,,10,3,0,0,,13,0,3,5,5,7,0,20,33
No,No,Yes,Yes,Yes,99,No,No,No,Yes,0.1,72,1.8,2.9,11.6,56.5,1.8,1.2,Yes,99,1.2,5.8,No,No,No,42.133124,-87.858214,Landwehr Road,Concord Court,SE-E,0,0,0,0,,10,10,0,0,0,0,0,3,0,0,0,0,0,3,,20,3,0,3,,26,0,3,5,5,7,0,20,46
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.9,63,0.4,4.6,17.1,59.5,0.1,1.3,Yes,99,0.5,2.5,No,No,No,42.133148,-87.858176,Landwehr Road,Concord Court,SE-S,0,0,0,0,,0,10,0,0,0,0,0,3,0,0,0,0,0,0,,10,3,0,0,,13,0,3,5,5,7,0,20,33
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,1.2,5.8,No,No,No,42.133127,-87.85839,Landwehr Road,Concord Court,SW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,0,3,,140,,7,3,,150,0,3,5,5,7,0,20,170
No,No,No,No,No,99,No,Yes,No,Yes,1.3,62,1.5,1.4,2.6,61,0.3,4.4,Yes,64,0.1,0.7,No,No,No,42.097801,-87.858724,Landwehr Road,Crestwood Drive,NE,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,3,3,0,7,0,13,63
No,No,No,No,No,99,No,No,No,Yes,0.4,56,1.1,3.9,14.6,60,0.9,1.9,Yes,68,0.2,0.4,No,No,No,42.097647,-87.858724,Landwehr Road,Crestwood Drive,SE,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,3,0,7,0,13,76
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.1099,-87.858639,Landwehr Road,Donovan Glen Court,NE-E,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,Yes,0.6,60,1,3.4,8.2,59,1.4,1.9,Yes,99,0.7,3.6,No,No,No,42.109754,-87.858563,Landwehr Road,Donovan Glen Court,NE-N,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,3,7,0,18,81
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.109912,-87.858805,Landwehr Road,Donovan Glen Court,NW-W,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.109758,-87.858649,Landwehr Road,Donovan Glen Court,SE-E,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,Yes,2.7,59,1.6,1,10.8,60,2.1,0.4,Yes,99,0.2,3.3,No,No,No,42.109781,-87.858575,Landwehr Road,Donovan Glen Court,SE-S,0,20,10,10,,10,10,0,10,0,0,0,3,0,7,0,0,0,0,,70,3,7,0,,80,0,3,5,3,7,0,18,98
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.109763,-87.858805,Landwehr Road,Donovan Glen Court,SW-W,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,Yes,4.5,70,2.2,0.1,99,59,5.5,3.4,Yes,66,3.2,3.1,No,No,No,42.108991,-87.858573,Landwehr Road,Doriann Drive,NE,0,20,10,10,,10,10,0,10,0,10,0,,0,7,0,0,0,0,,80,,7,0,,87,0,3,5,3,7,0,18,105
No,No,No,No,No,99,No,No,No,Yes,3.6,68,1.4,7.7,4,59,3.5,0.7,Yes,66,1.9,4.6,No,No,No,42.108873,-87.858571,Landwehr Road,Doriann Drive,SE,0,20,10,10,,10,10,0,10,0,0,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,3,5,3,7,0,18,95
No,No,Yes,Yes,Yes,99,No,No,No,Yes,2,118,0.4,0.7,8.2,60,1,0.4,Yes,99,0.4,0.7,Yes,Yes,Yes,42.138511,-87.858029,Landwehr Road,Dundee road,NE,0,0,0,0,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,0,20,3,0,0,0,23,0,0,3,0,10,0,13,36
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.4,150,1.8,1.4,7.1,60,0.9,2.7,Yes,99,0.6,0.5,Yes,Yes,Yes,42.138517,-87.858484,Landwehr Road,Dundee Road,NW-N,0,0,0,0,,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,3,0,10,0,13,26
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.8,150,0.6,0.4,8,60,0.8,1.5,Yes,99,1.5,0.8,Yes,Yes,Yes,42.138543,-87.858393,Landwehr Road,Dundee Road,NW-W,0,0,0,0,,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,3,0,10,0,13,26
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.6,209,0.9,0.8,8.9,60,3.1,1.3,Yes,99,0.1,2.4,Yes,Yes,Yes,42.1382,-87.858085,Landwehr Road,Dundee road,SE,0,0,0,0,,0,10,0,0,0,0,0,3,0,7,0,0,0,0,0,10,3,7,0,0,20,0,3,5,5,10,0,23,43
No,No,No,No,No,99,No,No,No,Yes,0.8,80,4.2,6.3,8.9,60,2.2,0.2,Yes,99,0.7,1.7,Yes,Yes,Yes,42.138235,-87.858464,Landwehr Road,Dundee Road,SW,0,20,10,10,,10,10,0,0,0,10,0,3,0,7,0,0,0,0,0,70,3,7,0,0,80,0,3,5,5,10,0,23,103
No,No,No,No,No,99,No,No,No,Yes,6.4,65,7.1,2.5,99,58,3.3,1.1,Yes,68,6,2.1,No,No,No,42.112489,-87.858544,Landwehr Road,Florial Drive,NE,0,20,10,10,,10,10,0,10,0,10,0,,0,7,0,0,4,0,,80,,7,4,,91,0,3,5,3,10,0,21,112
No,No,No,No,No,99,No,No,No,Yes,2.2,70,2.2,6.4,99,74,0.1,2.7,Yes,66,2.6,3.9,No,No,No,42.112354,-87.85852,Landwehr Road,Florial Drive,SE,0,20,10,10,,10,10,0,10,0,10,0,,0,0,0,0,0,0,,80,,0,0,,80,0,3,5,3,10,0,21,101
No,No,No,No,No,99,No,Yes,No,Yes,1.7,60,0.9,6.9,3.1,60,0.2,5,Yes,65,1.8,1.3,No,No,No,42.133608,-87.858486,Landwehr Road,Glenbrook Drive,NW,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,3,5,5,7,0,20,70
No,No,No,No,No,99,No,Yes,No,Yes,0.7,60,2.9,7.8,6.2,60,2.1,1.5,Yes,65,2.6,0.6,No,No,No,42.133525,-87.858483,Landwehr Road,Glenbrook Drive,SW,0,20,10,10,,0,10,0,0,0,10,0,3,0,7,0,0,0,0,,60,3,7,0,,70,0,3,5,5,7,0,20,90
No,No,No,No,No,99,No,No,No,Yes,1.7,60,0.9,1.6,99,60,2.5,6.6,Yes,70,2.6,1.8,No,No,No,42.101843,-87.85867,Landwehr Road,Glenway Drive,NE,0,20,10,10,,10,10,0,0,0,0,0,,0,7,7,0,0,0,,60,,14,0,,74,0,3,3,0,5,0,11,85
No,No,No,No,No,99,No,No,No,Yes,0.8,60,0.9,0.9,99,60,0.4,2.9,Yes,72,2,4.4,No,No,No,42.101731,-87.858662,Landwehr Road,Glenway Drive,SE,0,20,10,10,,10,10,0,0,0,0,0,,0,0,0,0,0,0,,60,,0,0,,60,0,3,3,0,5,0,11,71
No,No,No,No,No,99,No,Yes,No,Yes,3.2,60,3.3,0.8,2,60,2.8,2.6,Yes,67,1,1.2,No,No,No,42.095294,-87.858732,Landwehr Road,Hampton Court,NE,0,20,10,10,,0,10,0,10,0,10,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,3,3,0,10,0,16,93
No,No,No,No,No,99,No,No,No,Yes,2.3,60,3.4,1.3,10,60,1.9,0.9,Yes,64,3.3,1.2,No,No,No,42.09519,-87.85874,Landwehr Road,Hampton Court,SE,0,20,10,10,,10,10,0,10,0,10,0,3,0,0,0,0,0,0,,80,3,0,0,,83,0,3,3,0,10,0,16,99
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.121658,-87.858444,Landwehr Road,Hemlock Lane,NE-E,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,Yes,0.5,58,0.2,2.2,4.7,59,0.7,1.5,Yes,99,1.2,0.7,No,No,No,42.121631,-87.858376,Landwehr Road,Hemlock Lane,NE-N,0,20,10,10,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,60,0,0,0,,60,0,3,5,3,7,0,18,78
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.121665,-87.858605,Landwehr Road,Hemlock Lane,NW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,3,7,0,18,165
No,No,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.121515,-87.858443,Landwehr Road,Hemlock Lane,SE-E,0,20,10,10,,10,10,10,,10,,,,7,,,5,,,,85,,7,0,,92,0,3,5,3,7,0,18,110
No,No,No,No,No,99,No,No,No,Yes,2.8,59,1.9,4.2,1.4,59,1.8,1.3,Yes,99,2.4,1.4,No,No,No,42.121541,-87.85838,Landwehr Road,Hemlock Lane,SE-S,0,20,10,10,,10,10,0,10,0,0,0,0,0,0,0,0,0,0,,70,0,0,0,,70,0,3,5,3,7,0,18,88
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.121524,-87.858609,Landwehr Road,Hemlock Lane,SW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,3,7,0,18,165
No,No,No,No,No,99,No,No,No,Yes,1.1,92,0.4,4.8,99,59,0.6,0.9,No,99,1.5,1,No,No,No,42.09365,-87.85874,Landwehr Road,Henry Winkelman Elementary School,NE,0,20,10,10,,10,10,0,0,0,0,0,,0,0,0,5,0,0,,65,,0,0,,65,0,3,3,0,10,0,16,81
No,No,No,No,No,99,No,No,No,Yes,3,59,1.4,2.1,99,60,3.8,0.5,Yes,56,2.7,1,No,No,No,42.094793,-87.858737,Landwehr Road,Henry Winkelman Elementary School,NE,0,20,10,10,,10,10,0,10,0,0,0,,0,7,0,0,0,0,,70,,7,0,,77,0,3,3,0,10,0,16,93
No,No,Yes,Yes,No,99,No,No,No,Yes,0.4,59,0.8,1.9,99,59.5,0.1,0.5,Yes,99,2.9,4.4,No,No,No,42.093543,-87.85875,Landwehr Road,Henry Winkelman Elementary School,SE,0,0,0,10,,10,10,0,0,0,0,0,,0,0,0,0,0,0,,30,,0,0,,30,0,3,3,0,10,0,16,46
No,No,No,No,No,99,No,No,No,Yes,2.3,62,1.4,4.2,99,60,1,0.8,Yes,56,1,1,No,No,No,42.09468,-87.858742,Landwehr Road,Henry Winkelman Elementary School,SE,0,20,10,10,,10,10,0,10,0,0,0,,0,0,0,0,0,0,,70,,0,0,,70,0,3,3,0,10,0,16,86
No,No,No,No,No,28.4,No,No,No,Yes,6.1,116,2.1,7.9,4.5,58,6.4,2.2,Yes,64,3.2,2.7,No,No,No,42.107663,-87.858579,Landwehr Road,Highland Road,NE,0,20,10,10,5,10,10,0,10,0,10,0,0,0,7,0,0,0,0,,85,0,7,0,,92,0,3,5,3,5,0,16,108
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.6,60,5.3,9.3,23,60,2.1,3.3,Yes,65,3.8,1.9,No,No,No,42.107656,-87.858941,Landwehr Road,Highland Road,NW,0,0,0,0,,0,10,0,10,0,10,10,3,0,7,0,0,0,0,,40,3,7,0,,50,0,3,5,3,5,0,16,66
No,No,No,No,No,99,No,No,No,Yes,2.2,48,1.9,2.7,6,60,4.3,0.1,Yes,67,2.4,2.9,No,No,No,42.107474,-87.858552,Landwehr Road,Highland Road,SE,0,20,10,10,,10,10,0,10,0,0,0,3,0,7,0,0,0,0,,70,3,7,0,,80,0,3,5,3,5,0,16,96
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.7,60,2.8,12.6,12.8,60,2.4,3.1,Yes,65,3.5,0.4,No,No,No,42.107456,-87.858974,Landwehr Road,Highland Road,SW,0,0,0,0,,0,10,0,0,0,10,10,3,0,7,0,0,0,0,,30,3,7,0,,40,0,3,5,3,5,0,16,56
No,No,Yes,Yes,Yes,99,No,No,No,Yes,0.5,74,0.3,3.8,0.4,59,0.7,2.8,Yes,72,1.4,0.5,Yes,Yes,Yes,42.091432,-87.858761,Landwehr Road,Hospital Drive,NE,0,0,0,0,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,3,3,0,10,0,16,36
No,No,Yes,Yes,Yes,25,No,No,No,Yes,0.3,96,1,8.7,11.6,60,0,6,Yes,72,0.3,0.6,Yes,Yes,Yes,42.091215,-87.858759,Landwehr Road,Hospital Drive,SE,0,0,0,0,5,10,10,0,0,0,0,10,3,0,0,7,0,0,0,0,35,3,7,0,0,45,0,3,3,0,10,0,16,61
No,No,Yes,Yes,No,99,No,No,No,Yes,0.3,70,0.1,1.2,6.1,60,0.7,1.1,Yes,73,0.8,1.1,No,No,No,42.092986,-87.85874,Landwehr Road,Hospital Entrance,NE,0,0,0,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,30,3,0,0,,33,0,3,3,0,10,0,16,49
No,No,Yes,Yes,Yes,99,No,No,No,Yes,1.8,70,0.8,4.8,4.8,59.5,0.4,0.6,Yes,73,0.8,1.4,No,No,No,42.092853,-87.85875,Landwehr Road,Hospital Entrance,SE,0,0,0,0,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,3,0,10,0,16,36
No,No,No,No,No,99,No,No,No,Yes,1.3,56.5,1,3.2,9.7,59,0,2.1,Yes,73,1.6,1.2,No,No,No,42.122575,-87.858433,Landwehr Road,Huntington Lane,NE-E,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,3,7,0,18,81
No,No,No,No,No,99,No,No,No,Yes,1.2,58,0.2,4,10.5,60,0.4,0.7,Yes,73,0.6,0.6,No,No,No,42.122552,-87.85836,Landwehr Road,Huntington Lane,NE-N,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,3,7,0,18,81
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.122586,-87.858586,Landwehr Road,Huntington Lane,NW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,3,7,0,18,165
No,No,No,No,No,99,No,No,No,Yes,1.3,56.5,1,3.2,9.7,59,0,2.1,Yes,73,1.6,1.2,No,No,No,42.122433,-87.858439,Landwehr Road,Huntington Lane,SE-E,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,3,7,0,18,81
No,No,No,No,No,99,No,No,No,Yes,1.3,56.5,1,3.2,9.7,59,0,2.1,Yes,73,1.6,1.2,No,No,No,42.12246,-87.858366,Landwehr Road,Huntington Lane,SE-S,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,3,7,0,18,81
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.122437,-87.858588,Landwehr Road,Huntington Lane,SW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,3,7,0,18,165
No,No,No,No,No,99,No,Yes,No,Yes,3.7,85,2.4,1.2,3,58,1.5,0.6,Yes,99,1.1,0.7,No,No,No,42.100839,-87.859056,Landwehr Road,Indian Ridge Drive,NW-N,0,20,10,10,,0,10,0,10,0,10,0,0,0,0,0,0,0,0,,70,0,0,0,,70,0,3,3,0,7,0,13,83
No,No,No,No,No,99,No,No,No,Yes,0.8,65,0.2,2.3,6.5,58,0.6,1.1,No,99,99,99,No,No,No,42.10084,-87.858991,Landwehr Road,Indian Ridge Drive,NW-W,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,5,,,,65,3,0,0,,68,0,3,3,0,7,0,13,81
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.100581,-87.858792,Landwehr Road,Indian Ridge Drive,SE-E,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,3,0,7,0,13,160
No,No,No,No,No,99,No,Yes,No,Yes,0.7,60,0.3,5.5,12.7,60,0.7,0.5,Yes,99,0.6,0.4,No,No,No,42.100556,-87.85903,Landwehr Road,Indian Ridge Drive,SW-S,0,20,10,10,,0,10,0,0,0,0,0,3,0,0,0,0,0,0,,50,3,0,0,,53,0,3,3,0,7,0,13,66
No,No,No,No,No,99,No,Yes,No,Yes,0.9,65,0.8,2.1,1.4,60,1.4,2.6,Yes,99,99,99,No,No,No,42.100559,-87.858945,Landwehr Road,Indian Ridge Drive,SW-W,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,,,,50,0,0,0,,50,0,3,3,0,7,0,13,63
No,No,No,No,No,99,No,No,No,Yes,0.4,61,0.1,0.8,6.8,61,0.6,0,Yes,99,0.2,2.4,No,No,No,42.123933,-87.858435,Landwehr Road,Keystone Road,NE-E,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,5,5,0,18,81
No,No,No,No,No,99,No,No,No,Yes,0.4,61,0.1,0.8,6.8,61,0.6,0,Yes,99,0.2,2.4,No,No,No,42.123906,-87.858343,Landwehr Road,Keystone Road,NE-N,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,5,5,5,0,18,81
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.123937,-87.858578,Landwehr Road,Keystone Road,NW-W,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,5,5,0,18,165
No,No,No,No,No,99,No,No,No,Yes,0.4,59,0.3,0.2,99,59,0,3.4,Yes,99,0.8,3.3,No,No,No,42.123809,-87.858327,Landwehr Road,Keystone Road,SE,0,20,10,10,,10,10,0,0,0,0,0,,0,0,0,0,0,0,,60,,0,0,,60,0,3,5,3,5,0,16,76
No,No,No,No,No,99,No,Yes,No,Yes,0.9,60,0.3,1.2,99,60,0.9,1.6,Yes,99,2.4,6.5,No,No,No,42.118745,-87.858756,Landwehr Road,Lakeside Avenue,NW,0,20,10,10,,0,10,0,0,0,0,0,,0,0,0,0,0,3,,50,,0,3,,53,0,3,5,3,10,0,21,74
No,No,No,No,No,99,No,Yes,No,Yes,0.8,60,0.9,1.3,99,60,3,1.3,Yes,99,0.1,1.2,No,No,No,42.118681,-87.858729,Landwehr Road,Lakeside Avenue,SW,0,20,10,10,,0,10,0,0,0,0,0,,0,7,0,0,0,0,,50,,7,0,,57,0,3,5,3,10,0,21,78
No,No,No,No,No,99,No,Yes,No,Yes,2.7,45,0.6,8.5,14.6,58,0.1,0.7,Yes,99,0.5,1.2,No,No,No,42.089798,-87.85915,Landwehr Road,Linden Tree Lane,NW,0,20,10,10,,0,10,0,10,10,0,10,3,0,0,0,0,0,0,,80,3,0,0,,83,0,3,3,0,7,0,13,96
No,No,No,No,No,99,No,Yes,No,Yes,0.3,55,0.2,11.1,9.8,58,0.9,0.1,Yes,99,0.7,0.6,No,No,No,42.089638,-87.859177,Landwehr Road,Linden Tree Lane,SW,0,20,10,10,,0,10,0,0,0,0,10,3,0,0,0,0,0,0,,60,3,0,0,,63,0,3,3,0,7,0,13,76
No,Yes,No,No,No,99,No,No,No,No,99,0,99,99,99,0,99,99,No,99,99,99,No,No,No,42.123471,-87.858459,Landwehr Road,Longvalley Drive,NE-E,140,20,10,10,,10,10,10,,10,,,,7,,,5,,,,140,,7,0,,147,0,3,5,3,5,0,16,163
No,No,No,No,No,99,No,Yes,No,Yes,0.2,60,0.3,1.8,4.7,60,1.1,2.5,Yes,99,0.4,1.1,No,No,No,42.123416,-87.858681,Landwehr Road,Longvalley Drive,NW-N,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,3,5,3,5,0,16,66
No,No,No,No,No,99,No,Yes,No,Yes,1.1,60,0.1,3,99,60,0.7,0.3,Yes,99,99,99,No,No,No,42.123454,-87.858614,Landwehr Road,Longvalley Drive,NW-W,0,20,10,10,,0,10,0,0,0,0,0,,0,0,0,0,,,,50,,0,0,,50,0,3,5,3,5,0,16,66
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.5,60,0.8,3.1,3.3,60,0.7,1.5,Yes,99,0.5,0.8,No,No,No,42.123378,-87.858661,Landwehr Road,Longvalley Drive,SW-S,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,5,3,5,0,16,26
